DataZone,Name,TotPop2011,ResPop2011,HHCnt2011,StdAreaHa,StdAreaKm2,Shape_Leng,Shape_Area,Intermediate_Zone,Council_area,Total_population,Working_Age_population,income_count,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,overcrowded_count,nocentralheating_count,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband,cluster
S01008816,Pilrig - 04,"523","523","321","11.012561","0.110125","2261.62947844","110125.601834",Pilrig,City of Edinburgh,"611","488","45","38","90","160","46","97","14","3","92","74","4.4","78","17","0","12","132","27","2.81500956","2.575353728","2.109794455","0.995058824","1.84248566","4.429807692","6.640468451","5.961324092","5.850583174","0","5"
S01008817,Bonnington - 01,"764","764","425","13.651056","0.13651","2350.30659134","136510.546587",Bonnington,City of Edinburgh,"850","678","110","77","115","170","75","87","16","5","101","77","4.86","85","2","5","27","187","37","2.437195681","2.447676702","2.280677356","2.128961538","2.349047775","4.508082192","6.07020288","5.699175393","5.333736911","0","5"
S01008818,Bonnington - 02,"775","775","371","11.979734","0.119798","2656.01115403","119797.34195",Bonnington,City of Edinburgh,"1051","838","40","25","50","30","11","72","13","4","43","84","5.86","35","0","13","21","160","16","3.323070968","3.109287097","3.064880645","3.166625","3.345422581","5.123","8.206851613","7.451154839","6.054032258","0","5"
S01008819,Bonnington - 03,"756","705","368","8.475289999999999","0.084753","1573.41948523","84752.8898295",Bonnington,City of Edinburgh,"740","544","31","18","50","19","16","250","20","10","76",,"6.27","23","0","16","36","57","33","2.616441799","1.796782407","2.057208995","2.324625","3.163204365","3.330064935","5.505400132","4.884272487","6.745945767","0","5"
S01008820,Bonnington - 04,"1119","1113","616","6.711234","0.067112","1716.48383187","67112.32815650001",Bonnington,City of Edinburgh,"1137","875","184","126","145","243","269","144","21","8","104","76","4.52","93","4","11","43","260","57","1.101411975","1.32045353","0.98208445","2.675526316","3.045312779","4.449212598","2.807770331","2.429749777","5.891858803","0","2"
S01008821,Trinity East and The Dudleys - 01,"712","712","271","5.746134","0.057461","1281.49505577","57461.3394595",Trinity East and The Dudleys,City of Edinburgh,"734","491","41","14","35","66","0","95","10","10","61","92","6.33","29","5","15","16","93","15","1.821355337","1.315231742","1.184357444","2.511806167","3.869733146","3.951565657","3.254634831","3.407865169","7.371404494","0","5"
S01008822,Trinity East and The Dudleys - 02,"734","726","286","10.634106","0.106342","1917.40991812","106341.061946",Trinity East and The Dudleys,City of Edinburgh,"749","469","22","10","40","25","0","74","11","0","63","92","5.85","28","0","23","13","38","13","2.585275886","2.09614782","0.8963521800000001","1.792845528","4.081689373","3.0231","5.970088556","3.059816076","8.565555177","0","5"
S01008823,Trinity East and The Dudleys - 03,"675","626","269","22.938183","0.229383","3070.79757259","229381.838494",Trinity East and The Dudleys,City of Edinburgh,"693","413","18","14","35","21","20","72","14","0","52","90","6.1","32","2","26","35","42","3","3.6661","1.546574074","2.440044444","1.945186567","2.768203704","3.19060241","4.329985185","5.586940741","7.303622222","0","5"
S01008824,Trinity East and The Dudleys - 04,"961","961","510","12.695254","0.126953","2618.94180596","126952.551701",Trinity East and The Dudleys,City of Edinburgh,"1018","657","35","17","40","67","14","42","15","7","51",,"6.36","29","0","13","27","68","29","3.610926119","1.270205515","1.54037461","2.366384977","3.349752862","2.397839506","4.673537981","6.206716961","10.8514204","0","5"
S01008825,Trinity East and The Dudleys - 05,"619","610","296","9.151623000000001","0.091518","1971.21560509","91516.2349561",Trinity East and The Dudleys,City of Edinburgh,"631","405","12","5","50","119","41","62","13","0","64",,"6.6","30","0","24","11","27","21","3.152172859","1.525852181","1.860634087","2.806144068","3.973469305","2.956315789","5.258521809","6.590642165","10.7610622","0","5"
S01008826,Trinity - 01,"664","650","378","10.054835","0.100549","3086.16356155","100548.33813",Trinity,City of Edinburgh,"678","495","54","42","75","247","86","112","15","11","77",,"6","46","0","17","23","142","37","3.632454819","1.667948042","2.469612199","3.085683453","3.891415663","3.522102273","5.547379518","8.344235693","10.04169804","0","2"
S01008827,Trinity - 02,"732","698","273","17.513863","0.175139","2735.8722107","175138.633978",Trinity,City of Edinburgh,"763","408","13","5","30","5","24","97","14","0","58",,"5.4","6","0","30","19","8","14","4.524596995","2.031321721","2.721530055","2.379673913","2.789668716","4.279358974","8.411892076999999","10.9702015","7.695519126","0","5"
S01008828,Trinity - 03,"884","882","439","24.210598","0.242105","3265.6873935","242105.994746",Trinity,City of Edinburgh,"889","582","33","23","50","26","16","83","13","8","65","94","6.06","33","0","27","21","111","27","3.980715498","2.664468326","2.002825226","1.733602484","3.040845588","4.962514793","8.617432127000001","7.955212104","6.995429864","0","5"
S01008829,Trinity - 04,"715","715","297","14.09146","0.140915","1943.55133468","140914.591516",Trinity,City of Edinburgh,"746","450","37","16","50","126","193","58","13","0","61","88","6.23","58","6","21","10","43","11","3.068433566","3.11034965","1.699241259","1.752758621","2.735583916","5.507903226","8.058125874","6.385555944","4.834048951","0","5"
S01008830,Trinity - 05,"692","689","334","12.005899","0.120058","2145.16016865","120058.994091",Trinity,City of Edinburgh,"942","576","19","21","45","60","0","65","11","0","74",,"5.86","27","0","23","14","31","16","4.275433526","1.768641618","2.674078757","2.178909774","1.741860549","4.393793103","7.16890896","8.958016618","5.050733382","0","5"
S01008831,Trinity - 06,"774","774","359","16.530031","0.165301","2507.95043089","165300.317336",Trinity,City of Edinburgh,"731","413","15","13","40","14","51","59","16","0","58",,"6.14","18","3","30","19","21","3","4.629683463","1.250439276","2.960733204","2.519864865","2.491689276","3.776102362","4.921931525","10.1013146","6.305610465","5","5"
S01008832,"Inverleith, Goldenacre and Warriston - 01","755","697","350","78.556709","0.785567","6570.3694691","785567.085147","Inverleith, Goldenacre and Warriston",City of Edinburgh,"846","504","13","8","40","52","161","94","11","7","64",,"6.4","44","0","43","21","32","7","2.442791391","4.380778146","3.605665563","3.845206612","3.603486755","3.97780303","11.89776821","10.74696689","9.112844371","0","3"
S01008833,"Inverleith, Goldenacre and Warriston - 02","989","985","526","15.079628","0.150796","2530.42646687","150796.283916","Inverleith, Goldenacre and Warriston",City of Edinburgh,"1050","665","54","18","50","0","24","54","13","6","68",,"6.38","15","0","22","5","51","26","3.180765925","2.016208291","3.225442366","2.872254335","0.932843782","4.423321168","6.676190597","6.337575834","2.269903943","0","5"
S01008834,"Inverleith, Goldenacre and Warriston - 03","1130","1078","519","47.161238","0.471611","3594.67499074","471612.383322","Inverleith, Goldenacre and Warriston",City of Edinburgh,"1142","711","14","12","35","45","0","87","14","2","67","92","6.14","26","5","25","25","54","21","2.556356195","2.913103982","2.617577434","3.974936709","1.750391593","5.323309353","8.461586283000001","5.138522124","4.576112832","0","5"
S01008835,"Inverleith, Goldenacre and Warriston - 04","813","813","407","36.845874","0.368461","3724.46277649","368458.725424","Inverleith, Goldenacre and Warriston",City of Edinburgh,"847","530","34","21","50","13","0","92","16","8","69","89","6.13","61","1","13","16","46","14","3.906774293","1.665033825","3.195565806","2.061283784","2.520691882","3.379953271","5.50895449","7.048628536","8.067822877999999","0","5"
S01008836,Broughton North and Powderhall - 01,"675","675","413","18.508189","0.185083","2913.4037026","185081.912255",Broughton North and Powderhall,City of Edinburgh,"701","557","87","54","115","143","254","130","20","6","76","76","5.13","76","3","6","18","140","24","3.435151852","3.495222222","3.827933333","2.528571429","2.689703704","4.889358974","8.771811111","9.114477777999999","7.420681481","0","3"
S01008837,Broughton North and Powderhall - 02,"1015","1015","630","8.979908","0.089798","2135.51611591","89799.080978",Broughton North and Powderhall,City of Edinburgh,"1202","991","72","63","65","128","96","73","14","2","65","88","6.67","44","0","5","17","284","106","2.398091133","3.107724138","2.818921182","2.41231441","2.059935961","4.482209302","8.374278325000001","7.872251232","6.306226601","0","2"
S01008838,Broughton North and Powderhall - 03,"1009","1009","606","16.945884","0.169457","2939.39071814","169458.838498",Broughton North and Powderhall,City of Edinburgh,"1188","961","43","35","50","69","26","63","11","3","53","84","5","34","3","5","35","207","72","1.57670218","2.398657086","1.83083003","2.83","1.789635778","4.084734043","6.485673935","4.267026759","4.060438553","0","5"
S01008839,Broughton North and Powderhall - 04,"1027","1024","549","7.65326","0.076532","1442.59707488","76532.59251830001",Broughton North and Powderhall,City of Edinburgh,"1100","871","50","40","50","26","46","61","11","2","55","87","5.53","27","4","10","18","156","62","2.096864654","2.607789679","2.680771665","2.078121827","1.344827167","2.852662722","7.840041383","6.94345667","5.26912853","0","5"
S01008840,Broughton South - 01,"1074","1073","510","6.586744","0.06586699999999999","1255.05224929","65867.43214049999",Broughton South,City of Edinburgh,"1133","881","26","22","40","23","19","78","11","4","59","88","5.48","32","1","14","19","164","39","2.622986499","2.064934823","2.909383147","2.070844156","1.907711825","2.785718954","7.575032588","8.273768622","7.329324953","0","5"
S01008841,Broughton South - 02,"568","568","291","8.317311","0.083174","1785.35466276","83173.10708260001",Broughton South,City of Edinburgh,"755","574","23","6","30","39","0","42","12","0","57","88","4.6","40","0","13","21","74","22","3.394911972","2.595946303","3.53321743","1.829402174","2.609084507","3.693478261","8.183705986","8.839621479","5.899335387","0","5"
S01008842,Broughton South - 03,"882","882","433","9.502435","0.095024","1286.83944303","95024.3595304",Broughton South,City of Edinburgh,"1052","837","22","14","25","29","26","27","6","3","58","81",,"40","0","8","7","129","6","4.085473356","4.083999433","3.519095805","2.580628743","2.444013605","4.848471074","10.24540816","8.945912698000001","7.172491497","0","3"
S01008843,Broughton South - 04,"991","881","464","9.296746000000001","0.092968","2250.99418878","92967.4725709",Broughton South,City of Edinburgh,"1064","928","46","35","55","91","108","63","13","5","55","86","6","36","0","2","37","177","43","4.001115035","1.845176589","2.447103935","2.32","2.343458628","3.290308642","4.632416751","5.616165489","4.320648335","6","5"
S01008844,Broughton South - 05,"695","695","355","3.508003","0.035081","1095.12426871","35080.0196285",Broughton South,City of Edinburgh,"747","594","37","19","65","126","0","67","10","0","61","81",,"22","0","7","10","140","7","3.598517986","2.008406475","2.983690647","2.497359551","2.612496403","3.560869565","6.650820144","8.061640288","5.283604317","0","5"
S01008845,New Town East and Gayfield - 01,"853","851","420","11.406405","0.114065","2215.34629249","114064.053606",New Town East and Gayfield,City of Edinburgh,"859","712","15","8","20","74","13","36","12","13","58",,,"14","0","4","71","121","9","3.833719226","1.49830891","1.747379836","1.958557692","2.481072685","3.001428571","4.167145369","4.324525205","5.559311254","0","5"
S01008846,New Town East and Gayfield - 02,"821","807","386","8.798933","0.08799","1820.86150614","87989.3263016",New Town East and Gayfield,City of Edinburgh,"691","554","42","32","65","122","83","98","13","6","59",,"5.18","24","9","5","15","104","18","2.676954933","2.06499391","2.484996955","1.58509901","1.962180268","2.199459459","6.667350792","6.215295371","5.653520097","0","5"
S01008847,New Town East and Gayfield - 03,"585","573","263","4.925901","0.049259","1904.92178097","49259.012866",New Town East and Gayfield,City of Edinburgh,"642","544","10","9","10","25","0","74","7","0","32",,,"13","0","7","32","77","10","2.796081197","2.516102564","2.713982906","1.8556","2.080401709","1.899230769","6.986474359","6.59865812","5.423290598","1","5"
S01008848,New Town East and Gayfield - 04,"772","765","384","5.165306","0.051652","1419.27166804","51653.0568665",New Town East and Gayfield,City of Edinburgh,"621","491","33","28","50","57","0","66","15","5","68",,"6.4","23","0","10","15","80","22","2.87880829","2.679579016","2.99111399","2.127267442","2.174886658","1.859659091","8.843772668","7.341638601","6.362493523","0","5"
S01008849,New Town West - 01,"727","727","396","20.245548","0.202455","3294.41836949","202455.47617",New Town West,City of Edinburgh,"746","560","10","11","30","50","15","33","8","7","45",,,"11","0","16","26","114","35","3.54568088","2.786788171","2.311946355","3.056333333","2.756712517","1.8540625","7.541915406","4.697788858","5.764267538","0","5"
S01008850,New Town West - 02,"818","818","401","7.191862","0.071918","1430.70952312","71918.61536149999",New Town West,City of Edinburgh,"713","500","16","9","15","36","21","46","10","0","53",,,"14","0","10","10","72","23","3.109559902","1.842203545","2.593291565","2.667534247","2.832918704","1.940277778","5.063169315","4.558569682","6.239003667","0","5"
S01008851,New Town West - 03,"1022","1021","634","7.906577","0.079065","1695.37928534","79065.7846456",New Town West,City of Edinburgh,"1008","743","103","51","75","123","92","73","14","0","81",,,"34","0","9","17","263","43","3.754863014","1.229598826","2.639664873","1.776933962","2.506648728","2.667051282","2.800633562","4.056697652","5.506034736","0","2"
S01008852,New Town West - 04,"1002","992","503","15.72602","0.15726","2676.90006409","157260.192283",New Town West,City of Edinburgh,"1028","673","20","16","30","62","94","49","12","0","51",,,"11","0","16","24","66","10","4.447053393","1.888101297","3.05615519","2.984473684","3.18129491","2.813125","5.016439621","7.194680639","8.295511477","0","5"
S01008853,Canonmills and New Town North - 01,"680","680","352","5.783141","0.057832","1551.182174","57831.4000905",Canonmills and New Town North,City of Edinburgh,"609","486","17","10","25","66","0","58","12","8","52",,,"6","9","8","11","96","53","2.240926471","2.634977941","2.348183824","2.62755814","1.809911765","2.070606061","7.747338235","6.048639706","5.926485294","0","5"
S01008854,Canonmills and New Town North - 02,"910","908","483","5.128139","0.051282","1467.15369791","51281.390287",Canonmills and New Town North,City of Edinburgh,"912","707","10","8","20","12","12","23","10","3","45",,,"5","0","8","7","116","37","2.407807692","2.466236264","2.208244505","2.571465517","2.214087912","1.638604651","7.043763736","5.496412088","7.124269231","0","5"
S01008855,Canonmills and New Town North - 03,"1060","1056","620","12.159394","0.121593","2725.02952457","121593.933147",Canonmills and New Town North,City of Edinburgh,"1141","924","25","15","20","55","0","49","11","3","47","85","6.17","13","4","15","20","117","48","1.983117925","1.892419811","1.866358491","1.903453608","1.865042453","2.50575","4.289877358","4.179398585","5.569950472","0","5"
S01008856,Canonmills and New Town North - 04,"562","562","296","3.399286","0.033993","1030.88799583","33992.8672975",Canonmills and New Town North,City of Edinburgh,"560","461","14","9","30","0","0","88","12","0","42","84",,"21","0","11","8","99","49","0.902673488","1.362482206","1.464724199","3.158742331","1.002495552","3.4925","2.31544484","3.285275801","2.706717082","0","5"
S01008857,Stockbridge - 01,"764","764","434","10.868185","0.108682","1770.25553905","108681.845856",Stockbridge,City of Edinburgh,"807","619","32","15","25","60","14","30","13","0","61",,,"22","0","10","6","79","33","2.101155105","2.598121728","1.901724476","3.140689655","2.486200916","2.903409091","7.717817408","5.481524869","7.429901832","0","5"
S01008858,Stockbridge - 02,"552","552","328","6.46943","0.064695","1568.10937022","64694.3075935",Stockbridge,City of Edinburgh,"627","455","23","8","25","24","0","31","12","0","41",,,"9","0","16","12","37","24","2.844021739","2.685932971","2.489655797","3.39204918","2.860235507","4.0175","9.771376812","8.175362319","9.940688406","0","3"
S01008859,Stockbridge - 03,"1113","1103","712","6.939929","0.0694","1769.71939385","69399.2771906",Stockbridge,City of Edinburgh,"1090","784","60","17","65","34","38","89","13","0","70",,,"21","0","17","13","179","63","3.163607367","1.594950584","2.312832435","1.162171053","2.213005391","2.056111111","4.553879155","4.948746631","5.792309075","0","5"
S01008860,Stockbridge - 04,"882","882","500","7.225586","0.072257","1720.13821909","72255.8485679",Stockbridge,City of Edinburgh,"877","685","51","31","60","91","36","101","14","0","63","85","5.83","26","3","8","19","136","45","4.15015873","1.472689909","1.694498299","1.940509554","1.584668367","3.062417582","3.608798186","3.442103175","3.725","0","5"
S01008861,Stockbridge - 05,"765","760","349","12.27003","0.1227","2652.37382208","122700.28782",Stockbridge,City of Edinburgh,"777","533","5","4","10","13","0","46","12","0","47",,,"11","0","36","8","36","15","4.025918301","2.044094771","2.35653268","2.832597403","2.129738562","3.461634615","6.561245098","7.098964052","6.761068627","0","5"
S01008862,Stockbridge - 06,"877","877","561","5.698841","0.056989","1839.05295064","56988.4124396",Stockbridge,City of Edinburgh,"943","757","43","31","45","45","20","80","13","3","57",,,"18","0","17","15","152","58","4.113472064","2.215347777","1.107149373","2.68293578","1.389005131","3.778773585","5.354846066","3.125843786","3.811824401","1","5"
S01008863,Stockbridge - 07,"733","733","392","12.506424","0.125064","1937.00835931","125064.244702",Stockbridge,City of Edinburgh,"655","469","27","10","40","68","0","67","13","3","78",,"4.8","24","0","28","13","51","29","3.729382674","2.811047067","1.052230559","2.586348315","2.033335607","3.610211268","5.11648704","2.986889495","4.910402456","0","5"
S01008864,Comely Bank - 01,"1166","721","410","47.353421","0.473535","4359.80161753","473534.211869",Comely Bank,City of Edinburgh,"1456","1044","12","8","35","12","0","33","5","7","60",,,"10","0","3","21","38","16","3.38728988","4.983857204","3.586674528","2.7891","4.027883791","2.99875","11.5890223","9.824927101","11.30033448","5","3"
S01008865,Comely Bank - 02,"850","850","455","9.052915","0.09053","1693.65869825","90529.14965750001",Comely Bank,City of Edinburgh,"966","688","23","9","30","12","12","63","9","0","51","88","6.11","24","0","17","8","51","43","2.80355","3.857432353","2.677388235","1.8075","3.338458824","2.632707317","8.138852941","6.775444118","8.503588235","9","5"
S01008866,Comely Bank - 03,"798","798","467","5.074902","0.050749","1682.44586242","50749.030109",Comely Bank,City of Edinburgh,"766","591","19","5","20","19","0","93","12","2","51",,,"15","0","20","10","66","28","3.340065789","3.006234336","1.724057018","2.2710625","2.427346491","3.2209","7.395814536","5.685194236","7.28495614","1","5"
S01008867,Comely Bank - 04,"800","800","421","11.032719","0.110327","2378.03461187","110327.179969",Comely Bank,City of Edinburgh,"870","584","5","6","10","33","0","72","9","5","49",,,"10","0","28","7","29","30","3.469640625","3.034696875","2.7400375","3.380588235","2.539740625","3.15923913","8.478115624999999","8.595106250000001","8.31008125","0","3"
S01008868,Deans Village - 01,"771","726","391","28.407362","0.284072","3582.61805282","284073.627823",Deans Village,City of Edinburgh,"940","810","44","37","40","101","175","83","10","8","57",,"6.4","13","5","11","202","125","40","5.701381323","2.363148508","1.830577173","5.376416667","3.564649805","3.309259259","5.301319715","4.949325551","6.783200389","0","2"
S01008869,Deans Village - 02,"998","998","615","17.619874","0.176198","2866.72972107","176198.749313",Deans Village,City of Edinburgh,"1203","844","54","20","40","37","0","61","12","3","60",,"5.43","18","0","20","19","99","27","4.272507515","1.861307615","2.94636022","4.636449275","3.480663828","2.845982143","5.554684369","8.942044087999999","10.42136523","0","5"
S01008870,Deans Village - 03,"780","757","426","23.379662","0.233797","2722.3911425","233796.620933",Deans Village,City of Edinburgh,"888","610","14","9","30","132","14","91","10","3","55",,,"16","0","13","12","74","36","3.817612179","2.606455128","3.593429487","4.669050633","3.883362179","3.062916667","7.74574359","10.76923718","13.03535256","0","3"
S01008871,Deans Village - 04,"1079","1031","503","15.161735","0.151616","2504.37640776","151617.362605",Deans Village,City of Edinburgh,"1237","959","23","11","20","61","9","58","9","7","48",,,"9","0","8","28","142","12","4.826112141","1.510386932","2.090711307","4.30005618","2.865773865","2.437926829","4.497993513","4.325565338","6.701346154","0","5"
S01008872,Deans Village - 05,"853","851","401","12.282758","0.122829","2277.35326215","122827.575498",Deans Village,City of Edinburgh,"887","707","27","18","40","44","13","75","10","0","59",,,"32","0","3","30","96","11","4.142904455","2.153757327","2.491483001","3.787095238","2.402637749","2.638414634","5.987368113","5.414021102","5.433385111","0","5"
S01008873,Deans Village - 06,"692","688","334","39.090609","0.390907","2987.50752498","390906.09728",Deans Village,City of Edinburgh,"720","487","8","6","20","15","0","65","11","4","53",,,"9","0","23","26","31","17","3.342984104","2.691600434","3.709479769","2.606929825","1.973533237","3.383625","5.580375723","7.171517341","5.206669075","0","5"
S01008874,Deans Village - 07,"848","848","514","13.447344","0.134474","1967.91345084","134473.425647",Deans Village,City of Edinburgh,"1016","738","43","20","50","50","11","64","13","3","74","80","5.38","29","0","15","22","63","8","2.830082547","3.167473467","3.069097877","2.478643725","1.640616156","3.508629032","7.567370283","8.743685142","5.137040094","2","5"
S01008875,Balgreen and Roseburn - 01,"820","820","502","12.679486","0.126794","2223.56055525","126794.857543",Balgreen and Roseburn,City of Edinburgh,"866","647","45","26","55","19","61","91","13","4","52","67",,"33","5","7","23","160","47","1.795228659","2.64307622","3.046484756","1.222687861","1.421402439","3.538915663","5.833256098","7.465286585","3.454402439","0","5"
S01008876,Balgreen and Roseburn - 02,"587","587","291","36.196819","0.361968","3348.10476426","361968.190369",Balgreen and Roseburn,City of Edinburgh,"623","363","13","6","40","6","0","62","14","0","75","85","6.22","26","0","19","27","10","6","3.834280239","1.517653322","2.888415673","3.347349727","2.302504259","4.514764706","4.15560477","7.183551959","5.115911414","0","5"
S01008877,Balgreen and Roseburn - 03,"548","548","243","6.802875","0.06802900000000001","1574.65221266","68028.7419749",Balgreen and Roseburn,City of Edinburgh,"531","343","13","5","30","64","0","54","12","0","57",,"6.33","21","0","15","9","14","6","4.241099453","1.545638686","2.137417883","3.516011236","3.149703467","5.5175","5.832034672","6.048754562","6.247591241","0","5"
S01008878,Balgreen and Roseburn - 04,"907","907","459","19.566748","0.195667","3048.66525205","195667.491715",Balgreen and Roseburn,City of Edinburgh,"865","535","88","46","90","119","139","70","17","0","92","87","5.25","100","2","10","18","63","11","4.077127894","1.543712789","1.753029217","3.303160377","3.91823043","6.241111111","6.628963616","6.607373208","9.721300992","0","5"
S01008879,Balgreen and Roseburn - 05,"817","817","411","56.389823","0.563898","3678.15061812","563898.228761",Balgreen and Roseburn,City of Edinburgh,"823","540","47","23","45","9","17","83","14","5","55","81","5.8","62","5","7","18","37","17","3.937347001","1.233623011","1.613626071","3.337649007","4.582757038","6.620128205","5.79621787","6.958188494","10.74104039","0","5"
S01008880,Balgreen and Roseburn - 06,"626","595","291","11.427752","0.114277","1721.14505357","114277.522134",Balgreen and Roseburn,City of Edinburgh,"630","420","28","16","50","81","51","114","14","0","62",,"5.5","25","4","26","32","17","2","4.572815495","0.86211262","2.248658147","3.685327869","4.469852236","6.445595238","2.965303514","7.237523962","7.897412141","0","5"
S01008881,Murrayfield and Ravelston - 01,"581","520","264","39.772555","0.397725","3978.2790199","397725.553055",Murrayfield and Ravelston,City of Edinburgh,"683","398","8","7","35","35","0","107","11","0","50",,"6.88","13","0","22","5","22","12","4.572654905","1.836123064","3.430232358","4.6953","3.283364888","5.030932203","5.63869191","7.368537005","6.313657487","0","5"
S01008882,Murrayfield and Ravelston - 02,"1075","976","401","21.44343","0.214433","2429.01454827","214434.306369",Murrayfield and Ravelston,City of Edinburgh,"1071","658","19","10","30","11","14","36","9","3","49",,,"12","0","28","31","26","7","3.556195349","1.768760465","4.05987907","2.841218487","1.815648837","3.439242424","5.270065116","8.161481394999999","5.033055814","0","5"
S01008883,Murrayfield and Ravelston - 03,"965","869","362","35.459321","0.354594","3361.65113684","354593.210028",Murrayfield and Ravelston,City of Edinburgh,"1092","588","10","6","30","30","0","125","17","5","44",,,"19","0","32","14","19","3","3.038137306","2.745443005","3.384943005","4.413658537","2.797976684","3.232105263","9.152834197000001","10.89953886","9.167875648000001","0","3"
S01008884,Murrayfield and Ravelston - 04,"706","706","316","24.312878","0.243129","3180.02088901","243128.778",Murrayfield and Ravelston,City of Edinburgh,"721","392","8","8","25","10","26","75","12","0","64",,"6","14","0","28","15","1","10","1.84476983","3.503385269","2.167177762","4.173658537","3.870300992","3.931730769","9.959298866999999","9.09779745","10.33550992","0","3"
S01008885,Murrayfield and Ravelston - 05,"888","888","345","29.823708","0.298237","3251.83103793","298237.089086",Murrayfield and Ravelston,City of Edinburgh,"876","528","6","9","25","25","18","52","10","6","52",,"5","11","0","51","18","19","4","1.745411036","3.57151464","2.45661036","3.01452381","3.520819257","3.461964286","8.352280405","7.785377252","11.20220158","0","3"
S01008886,"Craigleith, Orchard Brae and Crewe Toll - 01","843","804","425","16.759818","0.167598","3112.93340861","167598.183422","Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,"923","627","9","6","20","28","0","78","12","3","57",,"6.27","19","2","19","13","65","5","2.280163108","4.174145907","3.331853499","2.307653061","4.023561684","3.615955056","11.59338078","10.58883749","12.95929419","0","3"
S01008887,"Craigleith, Orchard Brae and Crewe Toll - 02","770","766","358","31.155698","0.311557","4129.12442895","311556.975992","Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,"779","483","17","11","35","63","20","83","11","0","81","91","6.13","16","2","30","14","25","12","1.749266234","4.273298701","2.887461039","2.4659375","4.183597403","3.563894472","10.57325974","8.705103896000001","10.32098052","2","5"
S01008888,"Craigleith, Orchard Brae and Crewe Toll - 03","592","592","373","6.918923","0.069189","1290.78949524","69189.2375546","Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,"672","490","15","4","25","62","17","54","9","0","57",,,"8","0","21","5","41","2","2.132267736","4.136127534","3.779083615","4.468989637","4.601516047","5.192936508","10.76141047","9.943842905","12.30256757","0","3"
S01008889,"Craigleith, Orchard Brae and Crewe Toll - 04","542","542","267","13.456103","0.134561","2029.01687208","134561.035675","Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,"885","624","14","11","30","31","0","59","11","2","56","88","6.22","41","0","25","23","62","7","1.36077952","3.228274908","2.942273985","3.787738095","3.815830258","4.885512821","7.574197417","6.905175277","9.343256458000001","0","5"
S01008890,"Craigleith, Orchard Brae and Crewe Toll - 05","717","716","308","32.182501","0.321826","3050.37025628","321825.020165","Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,"654","392","23","21","60","0","0","180","13","14","77","91","6.25","35","2","19","21","32","7","2.010449791","4.513633194","3.40042887","2.886207865","4.613811018","3.859615385","11.69154114","10.90495816","12.5667887","0","3"
S01008891,"Craigleith, Orchard Brae and Crewe Toll - 06","763","763","329","26.366014","0.263659","2630.4422211","263660.143459","Craigleith, Orchard Brae and Crewe Toll",City of Edinburgh,"771","440","10","4","30","10","0","64","13","0","65",,"6.33","24","0","38","38","26","10","1.469642857","4.149505242","2.719931193","2.919565217","4.098443644","4.235888889","12.45536042","11.38526868","11.10865662","2","3"
S01008892,Blackhall - 01,"971","971","533","19.069177","0.190691","4138.43064388","190691.777443",Blackhall,City of Edinburgh,"1009","578","61","19","55","64","77","81","13","4","80","89","5.62","28","2","16","23","64","12","1.463352214","2.571156025","1.315059217","3.072045455","3.593496395","3.43535533","6.682950566","4.624809475","8.515988671000001","0","5"
S01008893,Blackhall - 02,"910","899","353","21.194675","0.211947","2581.18215661","211946.732799",Blackhall,City of Edinburgh,"931","544","20","9","25","67","0","72","10","3","62","95","6.17","17","1","31","27","6","11","2.20831044","1.759442308","1.40971978","2.929201681","3.73128022","3.394685315","4.809164835","4.831445055","9.082582417999999","0","5"
S01008894,Blackhall - 03,"868","868","337","94.156564","0.941567","7990.24818546","941565.639373",Blackhall,City of Edinburgh,"906","499","5","5","15","37","40","39","7","0","57",,"6.43","14","0","38","7","13","4","3.250817972","2.615230415","2.56202477","1.864561644","4.282370392","2.720481172","7.613510945","8.863502304000001","13.11793203","1","3"
S01008895,Blackhall - 04,"800","715","301","22.074413","0.220743","3478.24777518","220744.137422",Blackhall,City of Edinburgh,"891","475","18","10","35","14","21","143","16","0","54",,"6.16","19","1","24","7","25","8","3.608553125","1.8778375","2.760840625","2.233622449","3.3863375","3.242974684","4.68590625","7.51655625","12.34398125","1","5"
S01008896,Blackhall - 05,"566","566","208","12.605023","0.12605","2010.06959956","126050.239747",Blackhall,City of Edinburgh,"721","443","6","3","25","6","0","35","8","4","57",,"6.24","24","0","17",,"13","0","4.429227032","1.847875442","3.137597173","2.686518325","3.352416078","4.065669643","7.375079505","10.85065813","12.33825088","0","5"
S01008897,Blackhall - 06,"689","689","304","18.277358","0.182773","3429.62769618","182773.575407",Blackhall,City of Edinburgh,"718","405","6","6","30","21","23","66","9","0","52",,"6.21","25","0","28","10","41","5","4.644814949","2.02777939","3.239361393","3.387839506","3.541429608","4.598857143","5.337532656","9.325159652","9.890638607","0","5"
